series_id,reading_id,wavelength_nm,value
pr655,repeat_04,532,0.053679998999999999
pr655,repeat_04,536,0.075609996900000004
pr655,repeat_04,540,0.074019998300000001
pr655,repeat_04,544,0.061000000700000001
pr655,repeat_04,548,0.0497100018
pr655,repeat_04,552,0.0406000018
pr655,repeat_04,556,0.040070001000000001
pr655,repeat_04,560,0.042449999600000003
pr655,repeat_04,564,0.0475100018
pr655,repeat_04,568,0.051970001299999999
pr655,repeat_04,572,0.048420000800000002
pr655,repeat_04,576,0.046900000400000003
pr655,repeat_04,580,0.046840000899999998
pr655,repeat_04,584,0.0509300008
pr655,repeat_04,588,0.058010000700000001
pr655,repeat_04,592,0.074139997400000004
pr655,repeat_04,596,0.080739997300000005
pr655,repeat_04,600,0.072200000299999997
pr655,repeat_04,604,0.063610002400000004
pr655,repeat_04,608,0.063649997099999994
pr655,repeat_04,612,0.065659999799999993
pr655,repeat_04,616,0.060920000100000003
pr655,repeat_04,620,0.054389998299999999
pr655,repeat_04,624,0.052850000600000002
pr655,repeat_04,628,0.052939999799999998
pr655,repeat_04,632,0.050870001300000002
pr655,repeat_04,636,0.050259999899999998
pr655,repeat_04,640,0.049849998200000002
pr655,repeat_04,644,0.050340000500000003
pr655,repeat_04,648,0.047630000899999997
pr655,repeat_04,652,0.043659999999999997
pr655,repeat_04,656,0.044879998999999997
pr655,repeat_04,660,0.044819999499999999
pr655,repeat_04,664,0.042909998400000003
pr655,repeat_04,668,0.040959998999999997
pr655,repeat_04,672,0.038890000399999999
pr655,repeat_04,676,0.038419999199999999
pr655,repeat_04,680,0.038570001700000002
pr655,repeat_04,684,0.038970000999999997
pr655,repeat_04,688,0.033450000000000001
pr655,repeat_04,692,0.030279999599999999
pr655,repeat_04,696,0.029179999599999999
pr655,repeat_04,700,0.026399999899999999
pr655,repeat_04,704,0.023429999100000001
pr655,repeat_04,708,0.021520000000000001
pr655,repeat_04,712,0.020640000700000001
pr655,repeat_04,716,0.019719999299999999
